,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
1139,amrit sagar,manoj bajpai, ravi kishan, manav kaul,war,1971,manoj bajpai ravi kishan manav kaulamrit sagarwar
1140,sridhar rangayan,mouli ganguly, joy sengupta, jayati bhatia,social drama,68 pages,mouli ganguly joy sengupta jayati bhatiasridhar rangayansocial drama
1141,ram gopal varma,amitabh bachchan, ajay devgn, sushmita sen,"action, thriller",aag,"amitabh bachchan ajay devgn sushmita senram gopal varmaaction, thriller"
1142,anil mehta,madhuri dixit, akshaye khanna, kunal kapoor,musical,aaja nachle,madhuri dixit akshaye khanna kunal kapooranil mehtamusical
1143,prashant chadda,himesh reshammiya, hansika motwani, mallika sherawat,"drama, thriller, romance",aap kaa surroor,"himesh reshammiya hansika motwani mallika sherawatprashant chaddadrama, thriller, romance"
1144,anant mahadevan,shreyas talpade, tushar kapoor, udita goswami,"drama, thriller",aggar,"shreyas talpade tushar kapoor udita goswamianant mahadevandrama, thriller"
1145,manish jha,siddharth koirala, rajpal yadav, nauheed cyrusi,drama,anwar,siddharth koirala rajpal yadav nauheed cyrusimanish jhadrama
1146,anil sharma,dharmendra, sunny deol, bobby deol,"family, drama, sports",apne,"dharmendra sunny deol bobby deolanil sharmafamily, drama, sports"
1147,s. soni,krishna abhishek, kashmera shah, jackie shroff,comedy,aur pappu paas ho gaya,krishna abhishek kashmera shah jackie shroffs. sonicomedy
1148,mohit suri,emraan hashmi, shriya saran, salil acharya,"action, drama",awarapan,"emraan hashmi shriya saran salil acharyamohit suriaction, drama"
1149,pankaj sharma,ashar shaikh, adarsh gautam, namrata sawhney,mythological,bal ganesh,ashar shaikh adarsh gautam namrata sawhneypankaj sharmamythological
1150,anees bazmee,ajay devgn, bhumika chawla, sameera reddy,action,benaam,ajay devgn bhumika chawla sameera reddyanees bazmeeaction
1151,sagar ballary,vinay pathak, sarika, rajat kapoor,comedy,bheja fry,vinay pathak sarika rajat kapoorsagar ballarycomedy
1152,priyadarshan,akshay kumar, vidya balan, amisha patel,"mystery, thriller, comedy",bhool bhulaiyaa,"akshay kumar vidya balan amisha patelpriyadarshanmystery, thriller, comedy"
1153,pavan kaul,dino morea, milind soman, sheetal menon,thriller,bhram,dino morea milind soman sheetal menonpavan kaulthriller
1154,guddu dhanoa,sunny deol, priyanka chopra, danny denzongpa,"action, drama, romance, crime",big brother,"sunny deol priyanka chopra danny denzongpaguddu dhanoaaction, drama, romance, crime"
1155,anurag kashyap,kay kay menon, pavan malhotra, aditya srivastava,"crime fiction, drama, historical",black friday,"kay kay menon pavan malhotra aditya srivastavaanurag kashyapcrime fiction, drama, historical"
1156,vishal bhardwaj,ayesha takia, siddharth, pankaj kapur,short film,blood brothers,ayesha takia siddharth pankaj kapurvishal bhardwajshort film
1157,raj pendurkar,sunil pal, raju shrivastav, asrani,comedy,bombay to goa,sunil pal raju shrivastav asraniraj pendurkarcomedy
1158,rahul rawail,rakhi sawant, anupam kher, om puri,comedy,buddha mar gaya,rakhi sawant anupam kher om purirahul rawailcomedy
1159,anubhav sinha,ajay devgn, sunil shetty, zayed khan,thriller,cash,ajay devgn sunil shetty zayed khananubhav sinhathriller
1160,shimit amin,shah rukh khan, sagarika ghatge, vivan bhatena,sports,chak de! india,shah rukh khan sagarika ghatge vivan bhatenashimit aminsports
1161,r. balki,amitabh bachchan, tabu, paresh rawal,"romance, comedy, drama",cheeni kum,"amitabh bachchan tabu paresh rawalr. balkiromance, comedy, drama"
1162,sukhwant dhadda,vinod khanna, gracy singh, sudhanshu pandey,"family, drama",chooriyan,"vinod khanna gracy singh sudhanshu pandeysukhwant dhaddafamily, drama"
1163,maninder bhandari,waqar khan, mushtaq khan, gufi paintal,thriller,cocktail: the deadly combination,waqar khan mushtaq khan gufi paintalmaninder bhandarithriller
1164,ram gopal verma,fardeen khan, isha koppikar, zakir hussain,"thriller, horror, romance, mystery",darling,"fardeen khan isha koppikar zakir hussainram gopal vermathriller, horror, romance, mystery"
1165,anand kumar,jimmy sheirgill, neha dhupia, r madhavan,drama,delhii heights,jimmy sheirgill neha dhupia r madhavananand kumardrama
1166,indra kumar,javed jaffrey, sanjay dutt, riteish deshmukh,comedy,dhamaal,javed jaffrey sanjay dutt riteish deshmukhindra kumarcomedy
1167,vivek agnihotri,john abraham, bipasha basu, kushal punjabi,sports,goal,john abraham bipasha basu kushal punjabivivek agnihotrisports
1168,pooja bhatt,muzammil ibrahim, tulip joshi, ashutosh rana,"action, thriller",dhokha,"muzammil ibrahim tulip joshi ashutosh ranapooja bhattaction, thriller"
1169,priyadarshan,sharman joshi, tusshar kapoor, kunal khemu,comedy,dhol,sharman joshi tusshar kapoor kunal khemupriyadarshancomedy
1170,manish tiwary,shreyas talpade, nikita anand, imaad shah,drama,dil dosti etc,shreyas talpade nikita anand imaad shahmanish tiwarydrama
1171,sanjay gupta,sanjay dutt, sunil shetty, arbaaz khan,drama,dus kahaniyaan,sanjay dutt sunil shetty arbaaz khansanjay guptadrama
1172,sanjay khanduri,abhay deol, neha dhupia, ashwin mushran,"comedy, thriller",ek chalis ki last local,"abhay deol neha dhupia ashwin mushransanjay khanduricomedy, thriller"
1173,vidhu vinod chopra,amitabh bachchan, sharmila tagore, sanjay dutt,drama,eklavya: the royal guard,amitabh bachchan sharmila tagore sanjay duttvidhu vinod chopradrama
1174,ahmed khan,sunny deol, shahid kapoor, vivek oberoi,"action, comedy, romance, musical",fool & final,"sunny deol shahid kapoor vivek oberoiahmed khanaction, comedy, romance, musical"
1175,feroz abbas khan,akshaye khanna, shefali shah, bhumika chawla,drama,"gandhi, my father",akshaye khanna shefali shah bhumika chawlaferoz abbas khandrama
1176,manish shrivastava,gautam gupta, nisha kothari, ravi bhatia,"romance, drama",go,"gautam gupta nisha kothari ravi bhatiamanish shrivastavaromance, drama"
1177,ashwini chaudhary,emraan hashmi, tusshar kapoor, isha sharvani,comedy,"good boy, bad boy",emraan hashmi tusshar kapoor isha sharvaniashwini chaudharycomedy
1178,mani ratnam,abhishek bachchan, aishwarya rai, arjan bajwa,"drama, romance",guru,"abhishek bachchan aishwarya rai arjan bajwamani ratnamdrama, romance"
1179,jahnu barua,preity zinta, shiney ahuja, dharmendra,romance,har pal,preity zinta shiney ahuja dharmendrajahnu baruaromance
1180,tonny,jimmy sheirgill, rajpal yadav, nisha rawal,comedy,hastey hastey,jimmy sheirgill rajpal yadav nisha rawaltonnycomedy
1181,milan luthria,paresh rawal, rimi sen, kunal kapoor,comedy,hattrick,paresh rawal rimi sen kunal kapoormilan luthriacomedy
1182,sajid khan,akshay kumar, riteish deshmukh, fardeen khan,"comedy, drama, romance",heyy babyy,"akshay kumar riteish deshmukh fardeen khansajid khancomedy, drama, romance"
1183,reema kagti,ayaz khan, shabana azmi, boman irani,"comedy, drama, romance",honeymoon travels pvt. ltd.,"ayaz khan shabana azmi boman iranireema kagticomedy, drama, romance"
1184,imtiaz ali,shahid kapoor, kareena kapoor, tarun arora,"romance, comedy",jab we met,"shahid kapoor kareena kapoor tarun aroraimtiaz aliromance, comedy"
1185,janmendra ahuja,govinda, sakshi sivanand, krishna abhishek,comedy,jahan jaaeyega hamen paaeyega,govinda sakshi sivanand krishna abhishekjanmendra ahujacomedy
1186,shaad ali,abhishek bachchan, preity zinta, bobby deol,"romance, comedy",jhoom barabar jhoom,"abhishek bachchan preity zinta bobby deolshaad aliromance, comedy"
1187,sriram raghavan,neil mukesh, dharmendra, vinay pathak,thriller,johnny gaddaar,neil mukesh dharmendra vinay pathaksriram raghavanthriller
1188,meghna gulzar,fardeen khan, esha deol, anupam kher,"drama, romance, social, comedy",just married,"fardeen khan esha deol anupam khermeghna gulzardrama, romance, social, comedy"
1189,ammtoje mann,sunny deol, sara loren, chandan anand,"action, patriotic",kaafila,"sunny deol sara loren chandan anandammtoje mannaction, patriotic"
1190,pradeep sarkar,jaya bachchan, rani mukerji, abhishek bachchan,drama,laaga chunari mein daag,jaya bachchan rani mukerji abhishek bachchanpradeep sarkardrama
1191,anurag basu,dharmendra, irrfan khan, kay kay menon,drama,life in a... metro,dharmendra irrfan khan kay kay menonanurag basudrama
1192,vikram bhatt,dino morea, aftab shivdasani, anjori alagh,thriller,life mein kabhie kabhiee,dino morea aftab shivdasani anjori alaghvikram bhattthriller
1193,manish acharya,shabana azmi, ayesha dharker, ajay naidu,"musical, drama",loins of punjab presents,"shabana azmi ayesha dharker ajay naidumanish acharyamusical, drama"
1194,navdeep singh,abhay deol, raima sen, gul panag,thriller,manorama six feet under,abhay deol raima sen gul panagnavdeep singhthriller
1195,manoj tyagi,vir das, linda arsenio, manjari phadnis,"romance, drama",mumbai salsa,"vir das linda arsenio manjari phadnismanoj tyagiromance, drama"
1196,vipul amrutlal shah,akshay kumar, katrina kaif, rishi kapoor,"romance, comedy, drama, social",namastey london,"akshay kumar katrina kaif rishi kapoorvipul amrutlal shahromance, comedy, drama, social"
1197,samir karnik,bobby deol, dwij yadav, katrina kaif,drama,nanhe jaisalmer,bobby deol dwij yadav katrina kaifsamir karnikdrama
1198,abbas mustan,bobby deol, akshaye khanna, urvashi sharma,thriller,naqaab,bobby deol akshaye khanna urvashi sharmaabbas mustanthriller
1199,ajay chandhok,sanjay dutt, saif ali khan, bipasha basu,comedy,nehlle pe dehlla,sanjay dutt saif ali khan bipasha basuajay chandhokcomedy
1200,ram gopal varma,amitabh bachchan, jiah khan, aftab shivdasani,drama,nishabd,amitabh bachchan jiah khan aftab shivdasaniram gopal varmadrama
1201,anurag kashyap,john abraham, ayesha takia, paresh rawal,"drama, thriller",no smoking,"john abraham ayesha takia paresh rawalanurag kashyapdrama, thriller"
1202,farah khan,shah rukh khan, deepika padukone, asawari joshi,"action, romance, comedy, drama",om shanti om,"shah rukh khan deepika padukone asawari joshifarah khanaction, romance, comedy, drama"
1203,david dhawan,salman khan, govinda, lara dutta,"comedy, romance",partner,"salman khan govinda lara duttadavid dhawancomedy, romance"
1204,anurag singh,rahul khanna, jimmy sheirgill, sharman joshi,romance,raqeeb,rahul khanna jimmy sheirgill sharman joshianurag singhromance
1205,vikram bhatt,aftab shivdasani, amrita arora, celina jaitly,thriller,red: the dark side,aftab shivdasani amrita arora celina jaitlyvikram bhattthriller
1206,vishram sawant,vinod khanna, randeep hooda, tanushree dutta,"action, drama",risk,"vinod khanna randeep hooda tanushree duttavishram sawantaction, drama"
1207,nikhil advani,salman khan, akshaye khanna, priyanka chopra,romance,salaam-e-ishq: a tribute to love,salman khan akshaye khanna priyanka chopranikhil advaniromance
1208,sanjay leela bhansali,ranbir kapoor, sonam kapoor, rani mukerji,"drama, romance",saawariya,"ranbir kapoor sonam kapoor rani mukerjisanjay leela bhansalidrama, romance"
1209,raman kumar,sanjay dutt, tabu, mahima chaudhry,patriotic,sarhad paar,sanjay dutt tabu mahima chaudhryraman kumarpatriotic
1210,subhash kapoor,sanjay suri, sandhya mridul, milind soman,cricket,say salaam india,sanjay suri sandhya mridul milind somansubhash kapoorcricket
1211,suneel darshan,bobby deol, upen patel, kangana ranaut,"drama, social, musical, romance",shakalaka boom boom,"bobby deol upen patel kangana ranautsuneel darshandrama, social, musical, romance"
1212,apoorva lakhia,amitabh bachchan, sanjay dutt, sunil shetty,"action, crime, drama",shootout at lokhandwala,"amitabh bachchan sanjay dutt sunil shettyapoorva lakhiaaction, crime, drama"
1213,vikram bhatt,sanjay suri, zayed khan, urmila matondkar,thriller,speed,sanjay suri zayed khan urmila matondkarvikram bhattthriller
1214,rituparno ghosh,konkona sen sharma, r. madhavan, raima sen,"comedy, thriller",sunglass,"konkona sen sharma r. madhavan raima senrituparno ghoshcomedy, thriller"
1215,siddharth anand,saif ali khan, rani mukerji, javed jaffrey,"romance, drama, social",ta ra rum pum,"saif ali khan rani mukerji javed jaffreysiddharth anandromance, drama, social"
1216,aamir khan,aamir khan, darsheel safary, tisca chopra,drama,taare zameen par,aamir khan darsheel safary tisca chopraaamir khandrama
1217,madhur bhandarkar,kunal khemu, konkona sen sharma, gopal k singh,drama,traffic signal,kunal khemu konkona sen sharma gopal k singhmadhur bhandarkardrama
1218,"hasnain hyderabadwala, raksha mistry",emraan hashmi, geeta basra, rajat bedi,drama thriller,the train,"emraan hashmi geeta basra rajat bedihasnain hyderabadwala, raksha mistrydrama thriller"
1219,anant mahadevan,om puri, anupam kher, jimmy sheirgill,comedy,victoria no. 203,om puri anupam kher jimmy sheirgillanant mahadevancomedy
1220,anees bazmee,akshay kumar, nana patekar, anil kapoor,comedy,welcome,akshay kumar nana patekar anil kapooranees bazmeecomedy
1221,gautam ghose,rekha, nana patekar, deepti naval,drama,yatra,rekha nana patekar deepti navalgautam ghosedrama
1222,s. ramanathan,amitabh bachchan, arshad warsi, karisma kapoor,drama,zamaanat,amitabh bachchan arshad warsi karisma kapoors. ramanathandrama
1223,rajkumar santoshi,ajay devgn, vidya balan, pankaj kapur,social,halla bol,ajay devgn vidya balan pankaj kapurrajkumar santoshisocial
1224,eeshwar nivas,nikhil dwivedi, amrita rao, vishal o sharma,"crime, drama",my name is anthony gonsalves,"nikhil dwivedi amrita rao vishal o sharmaeeshwar nivascrime, drama"
1225,nagesh kukunoor,shreyas talpade, lena christensen, naseeruddin shah,"comedy, drama, romance",bombay to bangkok,"shreyas talpade lena christensen naseeruddin shahnagesh kukunoorcomedy, drama, romance"
1226,k. ajay kumar,irrfan khan, manisha koirala, arzoo govitrikar,drama,tulsi,irrfan khan manisha koirala arzoo govitrikark. ajay kumardrama
1227,rohit shetty,ajay devgn, ayesha takia, murli sharma,"action, comedy",sunday,"ajay devgn ayesha takia murli sharmarohit shettyaction, comedy"
1228,s. chandrakaant,rajpal yadav, neha dhupia, ashish chaudhary,comedy,rama rama kya hai dramaa?,rajpal yadav neha dhupia ashish chaudharys. chandrakaantcomedy
1229,rohit jugraj,kunal khemu, tulip joshi, aman verma,drama,superstar,kunal khemu tulip joshi aman vermarohit jugrajdrama
1230,ashutosh gowariker,hrithik roshan, aishwarya rai bachchan, sonu sood,"history, romance",jodhaa akbar,"hrithik roshan aishwarya rai bachchan sonu soodashutosh gowarikerhistory, romance"
1231,subhash ghai,anil kapoor, anurag sinha, shefali chhaya,"social, drama, history",black & white,"anil kapoor anurag sinha shefali chhayasubhash ghaisocial, drama, history"
1232,abbas mustan,saif ali khan, akshaye khanna, katrina kaif,"crime, thriller",race,"saif ali khan akshaye khanna katrina kaifabbas mustancrime, thriller"
1233,ashwni dhir,tusshar kapoor, paresh rawal, suniel shetty,"comedy, drama",one two three,"tusshar kapoor paresh rawal suniel shettyashwni dhircomedy, drama"
1234,samar khan,rahul bose, minissha lamba, shah rukh khan,drama,shaurya,rahul bose minissha lamba shah rukh khansamar khandrama
1235,jaideep sen,juhi chawla, arshad warsi, irrfan khan,comedy,krazzy 4,juhi chawla arshad warsi irrfan khanjaideep sencomedy
1236,ajay devgn,ajay devgn, kajol, karan khanna,romance,u me aur hum,ajay devgn kajol karan khannaajay devgnromance
1237,arshad khan,arbaaz ali khan, vikas anand, rahul,romance,pehli nazar ka pyaar,arbaaz ali khan vikas anand rahularshad khanromance
1238,rajaatesh nayar,kay kay menon, manisha koirala, ranvir shorey,"drama, romance",sirf,"kay kay menon manisha koirala ranvir shoreyrajaatesh nayardrama, romance"
1239,vijay krishna acharya,akshay kumar, saif ali khan, kareena kapoor,"action, romance",tashan,"akshay kumar saif ali khan kareena kapoorvijay krishna acharyaaction, romance"
1240,deepak shivdasani,sunil shetty, sandhya mridul, arshad warsi,comedy,mr. black mr. white,sunil shetty sandhya mridul arshad warsideepak shivdasanicomedy
1241,anant mahadevan,dino morea, minissha lamba, koena mitra,thriller,anamika,dino morea minissha lamba koena mitraanant mahadevanthriller
1242,raj n. sippy,mimoh chakraborty, rati agnihotri, vikas anand,"drama, action, crime, thriller, romance",jimmy,"mimoh chakraborty rati agnihotri vikas anandraj n. sippydrama, action, crime, thriller, romance"
1243,vivek sharma,amitabh bachchan, juhi chawla, priyanshu chatterjee,"comedy, drama, fantasy",bhoothnath,"amitabh bachchan juhi chawla priyanshu chatterjeevivek sharmacomedy, drama, fantasy"
1244,kunal deshmukh,emraan hashmi, vishal malhotra, sonal chauhan,"drama, romance",jannat,"emraan hashmi vishal malhotra sonal chauhankunal deshmukhdrama, romance"
1245,ashim samanta,hrishita bhatt, mithun chakraborty, shakti kapoor,comedy,don muthu swami,hrishita bhatt mithun chakraborty shakti kapoorashim samantacomedy
1246,hansal mehta,sikandar kher, neha oberoi, arbaaz khan,thriller,woodstock villa,sikandar kher neha oberoi arbaaz khanhansal mehtathriller
1247,ram gopal verma,amitabh bachchan, abhishek bachchan, aishwarya rai bachchan,"action, crime, drama, thriller",sarkar raj,"amitabh bachchan abhishek bachchan aishwarya rai bachchanram gopal vermaaction, crime, drama, thriller"
1248,priyadarshan,akshaye khanna, paresh rawal, genelia d'souza,comedy,mere baap pehle aap,akshaye khanna paresh rawal genelia d'souzapriyadarshancomedy
1249,suhail tatari,sikandar kher, gul panag, neetu chandra,drama,summer 2007,sikandar kher gul panag neetu chandrasuhail tataridrama
1250,eeshwar nivas,riteish deshmukh, aftab shivdasani, ayesha takia,"comedy, romance",de taali,"riteish deshmukh aftab shivdasani ayesha takiaeeshwar nivascomedy, romance"
1251,anil devgan,amita pathak, nakuul mehta, adhyayan suman,"drama, romance",haal-e-dil,"amita pathak nakuul mehta adhyayan sumananil devgandrama, romance"
1252,kunal kohli,saif ali khan, rani mukerji, sharat saxena,"drama, romance, fantasy",thoda pyaar thoda magic,"saif ali khan rani mukerji sharat saxenakunal kohlidrama, romance, fantasy"
1253,vinayak rajesh,jackie shroff, parmeet sethi, paresh rawal,drama,thodi life thoda magic,jackie shroff parmeet sethi paresh rawalvinayak rajeshdrama
1254,arindam nandy,kay kay menon, sonali kulkarni, vinay pathak,"drama, mystery, thriller",via darjeeling,"kay kay menon sonali kulkarni vinay pathakarindam nandydrama, mystery, thriller"
1255,abbas tyrewala,imran khan, genelia d'souza, murali sharma,"romance, comedy, drama",jaane tu... ya jaane na,"imran khan genelia d'souza murali sharmaabbas tyrewalaromance, comedy, drama"
1256,harry baweja,dalip tahil, priyanka chopra, harman baweja,"drama, musical, romance",love story 2050,"dalip tahil priyanka chopra harman bawejaharry bawejadrama, musical, romance"
1257,afzal khan,manisha koirala, ajay devgn, sanjay dutt,romance,mehbooba,manisha koirala ajay devgn sanjay duttafzal khanromance
1258,aziz mirza,shahid kapoor, vidya balan, vishal malhotra,"comedy, drama, romance",kismat konnection,"shahid kapoor vidya balan vishal malhotraaziz mirzacomedy, drama, romance"
1259,ram gopal varma,adhvik mahajan, sakshi gulati, kishor kadam,"thriller, spy",contract,"adhvik mahajan sakshi gulati kishor kadamram gopal varmathriller, spy"
1260,apoorva lakhia,vivek oberoi, shweta bhardwaj, shriya saran,adventure,mission istaanbul,vivek oberoi shweta bhardwaj shriya saranapoorva lakhiaadventure
1261,ganesh acharya,govinda, aftab shivdasani, upen patel,"comedy, drama, romance",money hai toh honey hai,"govinda aftab shivdasani upen patelganesh acharyacomedy, drama, romance"
1262,sachin khot,ranvir shorey, mallika sherawat, vishal malhotra,comedy,ugly aur pagli,ranvir shorey mallika sherawat vishal malhotrasachin khotcomedy
1263,aditya datt,aryeman, sayali bhagat, ranvir shorey,"comedy, drama",good luck!,"aryeman sayali bhagat ranvir shoreyaditya dattcomedy, drama"
1264,anees bazmee,akshay kumar, katrina kaif, om puri,"action, comedy, crime, romance",singh is kinng,"akshay kumar katrina kaif om purianees bazmeeaction, comedy, crime, romance"
1265,siddharth anand,ranbir kapoor, bipasha basu, sumeet arora,"comedy, drama, romance",bachna ae haseeno,"ranbir kapoor bipasha basu sumeet arorasiddharth anandcomedy, drama, romance"
1266,rumi jaffery,sohail khan, salman khan, priyanka chopra,"comedy, romance",god tussi great ho,"sohail khan salman khan priyanka choprarumi jafferycomedy, romance"
1267,ram gopal varma,amruta khanvilkar, ahsaas channa, kenny desai,horror,phoonk,amruta khanvilkar ahsaas channa kenny desairam gopal varmahorror
1268,nishikanth kamath,kay kay menon, soha ali khan, nishikant kamat,drama,mumbai meri jaan,kay kay menon soha ali khan nishikant kamatnishikanth kamathdrama
1269,sanjay chhel,rahul bose, mallika sherawat, kay kay menon,comedy,maan gaye mughal-e-azam,rahul bose mallika sherawat kay kay menonsanjay chhelcomedy
1270,abhishek kapoor,arjun rampal, farhan akhtar, prachi desai,"drama, romance, musical",rock on!!,"arjun rampal farhan akhtar prachi desaiabhishek kapoordrama, romance, musical"
1271,sachin yardi,tusshar kapoor, raima sen, karan johar,comedy,c kkompany,tusshar kapoor raima sen karan joharsachin yardicomedy
1272,kabeer kaushik,priyanka chopra, bobby deol, danny denzongpa,"musical, romance, thriller",chamku,"priyanka chopra bobby deol danny denzongpakabeer kaushikmusical, romance, thriller"
1273,mani shankar,jackie shroff, om puri, sunil shetty,thriller,mukhbiir,jackie shroff om puri sunil shettymani shankarthriller
1274,neeraj pandey,naseeruddin shah, anupam kher, jimmy sheirgill,"drama, thriller",a wednesday!,"naseeruddin shah anupam kher jimmy sheirgillneeraj pandeydrama, thriller"
1275,santosh sivan,rahul bose, fatima sana shaikh, rahul khanna,"adventure, drama",tahaan,"rahul bose fatima sana shaikh rahul khannasantosh sivanadventure, drama"
1276,rituparno ghosh,amitabh bachchan, preity zinta, arjun rampal,"biography, drama",the last lear,"amitabh bachchan preity zinta arjun rampalrituparno ghoshbiography, drama"
1277,shyam benegal,shreyas talpade, amrita rao, ravi kishan,"comedy, drama",welcome to sajjanpur,"shreyas talpade amrita rao ravi kishanshyam benegalcomedy, drama"
1278,shona urvashi,tanushree dutta, ankur khanna, kiron kher,comedy,saas bahu aur sensex,tanushree dutta ankur khanna kiron khershona urvashicomedy
1279,lucky kohli & rajesh bajaj,sarika, zain khan, sweeny khara,comedy,hari puttar: a comedy of terrors,sarika zain khan sweeny kharalucky kohli & rajesh bajajcomedy
1280,sanjay gadhvi,imran khan, minissha lamba, rahul dev,"crime, thriller",kidnap,"imran khan minissha lamba rahul devsanjay gadhvicrime, thriller"
1281,goldie behl,abhishek bachchan, priyanka chopra, kay kay menon,"superhero, action, adventure, fantasy",drona,"abhishek bachchan priyanka chopra kay kay menongoldie behlsuperhero, action, adventure, fantasy"
1282,atul agnihotri,sohail khan, sharman joshi, amrita arora,"drama, romance",hello,"sohail khan sharman joshi amrita aroraatul agnihotridrama, romance"
1283,satish kaushik,himesh reshammiya, benjamin schoefer, urmila matondkar,"action, romance",karzzzz,"himesh reshammiya benjamin schoefer urmila matondkarsatish kaushikaction, romance"
1284,samir karnik,salman khan, preity zinta, mithun chakraborty,drama,heroes,salman khan preity zinta mithun chakrabortysamir karnikdrama
1285,jugal hansraj,saif ali khan, kareena kapoor, javed jaffrey,"animation, family, romance",roadside romeo,"saif ali khan kareena kapoor javed jaffreyjugal hansrajanimation, family, romance"
1286,rohit shetty,ajay devgn, kareena kapoor, arshad warsi,comedy,golmaal returns,ajay devgn kareena kapoor arshad warsirohit shettycomedy
1287,madhur bhandarkar,priyanka chopra, kangana ranaut, arbaaz khan,"drama, romance",fashion,"priyanka chopra kangana ranaut arbaaz khanmadhur bhandarkardrama, romance"
1288,saurabh kabra,sanjay dutt, arjun rampal, urmila matondkar,"comedy, social",emi - liya hai toh chukana parega,"sanjay dutt arjun rampal urmila matondkarsaurabh kabracomedy, social"
1289,kaushik ghatak,isha koppikar, sonu sood, vishal malhotra,drama,ek vivaah... aisa bhi,isha koppikar sonu sood vishal malhotrakaushik ghatakdrama
1290,shashant shah,vinay pathak, neha dhupia, rajat kapoor,"comedy, drama, musical, romance",dasvidaniya,"vinay pathak neha dhupia rajat kapoorshashant shahcomedy, drama, musical, romance"
1291,tarun mansukhani,abhishek bachchan, john abraham, priyanka chopra,comedy,dostana,abhishek bachchan john abraham priyanka chopratarun mansukhanicomedy
1292,jagdish a. sharma,kamaal rashid khan, krishna abhishek, hrishitaa bhatt,politics,deshdrohi,kamaal rashid khan krishna abhishek hrishitaa bhattjagdish a. sharmapolitics
1293,subhash ghai,anil kapoor, salman khan, zayed khan,"musical, drama, romance, family",yuvvraaj,"anil kapoor salman khan zayed khansubhash ghaimusical, drama, romance, family"
1294,neeraj pathak,mahima chaudhry, dino morea, suman ranganathan,"thriller, mystery",gumnaam – the mystery,"mahima chaudhry dino morea suman ranganathanneeraj pathakthriller, mystery"
1295,dibakar banerjee,abhay deol, neetu chandra, paresh rawal,"comedy, drama",oye lucky! lucky oye!,"abhay deol neetu chandra paresh rawaldibakar banerjeecomedy, drama"
1296,onir,shabana azmi, boman irani, sanjay suri,romance,sorry bhai!,shabana azmi boman irani sanjay surionirromance
1297,shivam nair,paresh rawal, naseeruddin shah, neha dhupia,thriller,maharathi,paresh rawal naseeruddin shah neha dhupiashivam nairthriller
1298,anil sharma (senior),irrfan khan, rahul bose, rahul khanna,"comedy, romance",dil kabaddi,"irrfan khan rahul bose rahul khannaanil sharma (senior)comedy, romance"
1299,chandrakant kulkarni,mahesh manjrekar, mandira bedi, eijaz khan,drama,meerabai not out,mahesh manjrekar mandira bedi eijaz khanchandrakant kulkarnidrama
1300,saurabh shrivastava,vinay pathak, saurabh shukla, divya dutta,comedy,"oh, my god",vinay pathak saurabh shukla divya duttasaurabh shrivastavacomedy
1301,aditya chopra,shah rukh khan, anushka sharma, vinay pathak,"comedy, drama, romance",rab ne bana di jodi,"shah rukh khan anushka sharma vinay pathakaditya chopracomedy, drama, romance"
1302,rakesh sawant,rajesh khanna, laila khan, shahib chopra,"romance, drama, romance",wafaa,"rajesh khanna laila khan shahib choprarakesh sawantromance, drama, romance"
1303,a. r. murugadoss,aamir khan, asin, khalid siddiqui,"action, drama, mystery, romance, thriller",ghajini,"aamir khan asin khalid siddiquia. r. murugadossaction, drama, mystery, romance, thriller"
1304,kompin kemgumnird,akshay kumar, lara dutta, amar babaria,animation,jumbo,akshay kumar lara dutta amar babariakompin kemgumnirdanimation
1305,sanjay jha,rahul bose, ayesha dharker, mandira bedi,drama,mumbai chakachak,rahul bose ayesha dharker mandira bedisanjay jhadrama
1306,rakesh sarang,nana patekar, rimi sen, muzamil ibrahim,romantic comedy,horn 'ok' pleassss,nana patekar rimi sen muzamil ibrahimrakesh sarangromantic comedy
1307,nikkhil advani,akshay kumar, deepika padukone, kevjumba,"action, comedy",chandni chowk to china,"akshay kumar deepika padukone kevjumbanikkhil advaniaction, comedy"
1308,rohit nayyar,hrishitaa bhatt, seema biswas, nauheed cyrusi,drama,aasma: the sky is the limit,hrishitaa bhatt seema biswas nauheed cyrusirohit nayyardrama
1309,mohit suri,emraan hashmi, kangana ranaut, adhyayan suman,horror,raaz: the mystery continues,emraan hashmi kangana ranaut adhyayan sumanmohit surihorror
1310,zoya akhtar,farhan akhtar, konkona sen sharma, hrithik roshan,drama,luck by chance,farhan akhtar konkona sen sharma hrithik roshanzoya akhtardrama
1311,ajit pal mangat,harman baweja, amrita rao, anupam kher,sports,victory,harman baweja amrita rao anupam kherajit pal mangatsports
1312,anurag kashyap,abhay deol, mahi gill, kalki koechlin,romance,dev.d,abhay deol mahi gill kalki koechlinanurag kashyapromance
1313,t. k. rajeev kumar,govinda, rajpal yadav, reemma sen,comedy,chal chala chal,govinda rajpal yadav reemma sent. k. rajeev kumarcomedy
1314,madhureeta anand,randeep hooda, raima sen, arbaaz khan,"drama, fantasy, musical",mere khwabon mein jo aaye,"randeep hooda raima sen arbaaz khanmadhureeta ananddrama, fantasy, musical"
1315,priyadarshan,irrfan khan, shah rukh khan, lara dutta,drama,billu,irrfan khan shah rukh khan lara duttapriyadarshandrama
